timestamp,value
2025-09-05 12:38:36,157248
2025-09-05 12:38:36,157248
2025-09-05 12:38:36,108967
2025-09-05 12:38:36,108902
2025-09-05 12:38:36,108860
2025-09-05 12:38:36,108811
2025-09-05 12:38:36,108786
2025-09-05 12:38:36,108758
2025-09-05 12:38:36,108708
2025-09-05 12:38:36,108610
2025-09-05 12:38:36,108505
2025-09-05 12:38:36,108435
2025-09-05 12:38:36,108381
2025-09-05 12:38:36,108310
2025-09-05 12:38:36,108287
2025-09-05 12:38:36,108263
2025-09-05 12:38:36,108254
2025-09-05 12:38:36,108242
2025-09-05 12:38:36,108195
2025-09-05 12:38:36,108077
2025-09-05 12:38:36,108022
2025-09-05 12:38:36,107997
2025-09-05 12:38:36,107999
2025-09-05 12:38:36,108048
2025-09-05 12:38:36,108017
2025-09-05 12:38:36,81840
2025-09-05 12:38:36,151466
2025-09-05 12:38:36,151424
2025-09-05 12:38:36,151435
2025-09-05 12:38:36,151448
2025-09-05 12:38:36,151466
2025-09-05 12:38:36,151521
2025-09-05 12:38:36,151483
2025-09-05 12:38:36,151543
2025-09-05 12:38:36,151541
2025-09-05 12:38:36,151536
2025-09-05 12:38:36,151623
2025-09-05 12:38:36,151598
2025-09-05 12:38:36,151603
2025-09-05 12:38:36,324251
2025-09-05 12:38:36,314354
2025-09-05 12:38:36,297178
2025-09-05 12:38:36,297346
2025-09-05 12:38:36,297420
2025-09-05 12:38:36,297314
2025-09-05 12:38:36,297312
2025-09-05 12:38:37,297276
2025-09-05 12:38:37,297183
2025-09-05 12:38:37,297155
2025-09-05 12:38:37,297055
2025-09-05 12:38:37,296825
2025-09-05 12:38:37,296579
2025-09-05 12:38:37,296119
2025-09-05 12:38:37,1482896
2025-09-05 12:38:37,1476530
2025-09-05 12:38:37,1474279
2025-09-05 12:38:37,1473528
2025-09-05 12:38:37,1473300
2025-09-05 12:38:37,1472491
2025-09-05 12:38:37,1470097
2025-09-05 12:38:37,1465745
2025-09-05 12:38:37,1462370
2025-09-05 12:38:37,1461913
2025-09-05 12:38:37,1462838
2025-09-05 12:38:37,1464028
2025-09-05 12:38:37,1464957
2025-09-05 12:38:37,1465285
2025-09-05 12:38:37,1442864
2025-09-05 12:38:37,1466936
2025-09-05 12:38:37,1466483
2025-09-05 12:38:37,1466097
2025-09-05 12:38:37,1465826
2025-09-05 12:38:37,1464348
2025-09-05 12:38:37,1464885
2025-09-05 12:38:37,1469639
2025-09-05 12:38:37,1476880
2025-09-05 12:38:37,1482517
2025-09-05 12:38:37,1484483
2025-09-05 12:38:37,1483760
2025-09-05 12:38:37,1483823
2025-09-05 12:38:37,1483929
2025-09-05 12:38:37,1482455
2025-09-05 12:38:37,1484003
2025-09-05 12:38:37,1483071
2025-09-05 12:38:37,1484371
2025-09-05 12:38:37,1484576
2025-09-05 12:38:37,1484962
2025-09-05 12:38:37,1484749
2025-09-05 12:38:37,1484296
2025-09-05 12:38:37,1484821
2025-09-05 12:38:37,1485862
2025-09-05 12:38:37,1486882
2025-09-05 12:38:37,1487447
2025-09-05 12:38:37,1487723
2025-09-05 12:38:37,1487648
2025-09-05 12:38:37,1488110
2025-09-05 12:38:37,1488415
2025-09-05 12:38:37,1488742
2025-09-05 12:38:37,1489082
2025-09-05 12:38:37,1488357
2025-09-05 12:38:37,1487745
2025-09-05 12:38:37,1487858
2025-09-05 12:38:37,1488610
2025-09-05 12:38:37,1490797
2025-09-05 12:38:37,1491795
2025-09-05 12:38:37,1492386
2025-09-05 12:38:37,1491856
2025-09-05 12:38:37,1492108
2025-09-05 12:38:37,1492713
2025-09-05 12:38:37,1493437
2025-09-05 12:38:37,1494385
2025-09-05 12:38:37,1495020
2025-09-05 12:38:37,1494983
2025-09-05 12:38:37,1493770
2025-09-05 12:38:37,1493174
2025-09-05 12:38:37,1492966
2025-09-05 12:38:37,1492553
2025-09-05 12:38:37,1491606
2025-09-05 12:38:37,1490794
2025-09-05 12:38:37,1490047
2025-09-05 12:38:37,1489503
2025-09-05 12:38:37,1489218
2025-09-05 12:38:37,1488960
2025-09-05 12:38:37,1488532
2025-09-05 12:38:37,1488260
2025-09-05 12:38:37,1487968
2025-09-05 12:38:37,1487770
2025-09-05 12:38:37,1487592
2025-09-05 12:38:37,1487284
2025-09-05 12:38:37,1486977
2025-09-05 12:38:37,1486748
2025-09-05 12:38:37,1486391
2025-09-05 12:38:37,1485834
2025-09-05 12:38:37,1485199
2025-09-05 12:38:37,1484639
2025-09-05 12:38:37,1484024
2025-09-05 12:38:37,1483650
2025-09-05 12:38:37,1483571
2025-09-05 12:38:37,1483835
2025-09-05 12:38:37,1484252
2025-09-05 12:38:37,1484270
2025-09-05 12:38:37,1484374
2025-09-05 12:38:37,1485077
2025-09-05 12:38:37,1485777
2025-09-05 12:38:37,1486066
2025-09-05 12:38:37,1486091
2025-09-05 12:38:38,1486251
2025-09-05 12:38:38,1486553
2025-09-05 12:38:38,1486621
2025-09-05 12:38:38,1486452
2025-09-05 12:38:38,1486199
2025-09-05 12:38:38,1485639
2025-09-05 12:38:38,1485423
2025-09-05 12:38:38,1485001
2025-09-05 12:38:38,1484274
2025-09-05 12:38:38,1483647
2025-09-05 12:38:38,1482847
2025-09-05 12:38:38,1482377
2025-09-05 12:38:38,1481957
2025-09-05 12:38:38,1481368
2025-09-05 12:38:38,1480856
2025-09-05 12:38:38,1480378
2025-09-05 12:38:38,1479874
2025-09-05 12:38:38,1479498
2025-09-05 12:38:38,1479008
2025-09-05 12:38:38,1478631
2025-09-05 12:38:38,1478224
2025-09-05 12:38:38,1478056
2025-09-05 12:38:38,1477723
2025-09-05 12:38:38,1477505
2025-09-05 12:38:38,1477347
2025-09-05 12:38:38,1477223
2025-09-05 12:38:38,1477079
2025-09-05 12:38:38,1477180
2025-09-05 12:38:38,1477027
2025-09-05 12:38:38,1477046
2025-09-05 12:38:38,1477007
2025-09-05 12:38:38,1476992
2025-09-05 12:38:38,1476992
2025-09-05 12:38:38,1476927
2025-09-05 12:38:38,1476965
2025-09-05 12:38:38,1476765
2025-09-05 12:38:38,1476774
2025-09-05 12:38:38,1476699
2025-09-05 12:38:38,1476563
2025-09-05 12:38:38,1476490
2025-09-05 12:38:38,1476364
2025-09-05 12:38:38,1476305
2025-09-05 12:38:38,1476136
2025-09-05 12:38:38,1475998
2025-09-05 12:38:38,1475961
2025-09-05 12:38:38,1475812
2025-09-05 12:38:38,1475729
2025-09-05 12:38:38,1475667
2025-09-05 12:38:38,1475495
2025-09-05 12:38:38,1475440
2025-09-05 12:38:38,1475441
2025-09-05 12:38:38,1475368
2025-09-05 12:38:38,1475411
2025-09-05 12:38:38,1475375
2025-09-05 12:38:38,1475308
2025-09-05 12:38:38,1475286
2025-09-05 12:38:38,1475332
2025-09-05 12:38:38,1475393
2025-09-05 12:38:38,1475463
2025-09-05 12:38:38,1475590
2025-09-05 12:38:38,1475564
2025-09-05 12:38:38,1475659
2025-09-05 12:38:38,1475686
2025-09-05 12:38:38,1475732
2025-09-05 12:38:38,1475830
2025-09-05 12:38:38,1475852
2025-09-05 12:38:38,1475833
2025-09-05 12:38:38,1476043
2025-09-05 12:38:38,1476050
2025-09-05 12:38:38,1475996
2025-09-05 12:38:38,1475855
2025-09-05 12:38:38,1475633
2025-09-05 12:38:38,1475366
2025-09-05 12:38:38,1474926
2025-09-05 12:38:38,1474496
2025-09-05 12:38:38,1474045
2025-09-05 12:38:38,1473379
2025-09-05 12:38:38,1472860
2025-09-05 12:38:38,1472163
2025-09-05 12:38:38,1471353
2025-09-05 12:38:38,1470676
2025-09-05 12:38:38,1470223
2025-09-05 12:38:38,1469965
2025-09-05 12:38:38,1469420
2025-09-05 12:38:38,1469057
2025-09-05 12:38:38,1468629
2025-09-05 12:38:38,1468234
2025-09-05 12:38:38,1467864
2025-09-05 12:38:38,1467649
2025-09-05 12:38:38,1467335
2025-09-05 12:38:38,1467077
2025-09-05 12:38:38,1466852
2025-09-05 12:38:38,1466661
2025-09-05 12:38:38,1466521
2025-09-05 12:38:38,1466373
2025-09-05 12:38:38,1466290
2025-09-05 12:38:38,1466220
2025-09-05 12:38:38,1466127
2025-09-05 12:38:38,1466125
2025-09-05 12:38:38,1466073
2025-09-05 12:38:39,1466097
2025-09-05 12:38:39,1466095
2025-09-05 12:38:39,1466114
2025-09-05 12:38:39,1465939
2025-09-05 12:38:39,1465897
2025-09-05 12:38:39,1465789
2025-09-05 12:38:39,1465623
2025-09-05 12:38:39,1465531
2025-09-05 12:38:39,1465501
2025-09-05 12:38:39,1465445
2025-09-05 12:38:39,1465461
2025-09-05 12:38:39,1465455
2025-09-05 12:38:39,1465299
2025-09-05 12:38:39,1465239
2025-09-05 12:38:39,1465355
2025-09-05 12:38:39,1465236
2025-09-05 12:38:39,1465413
2025-09-05 12:38:39,1465471
2025-09-05 12:38:39,1465696
2025-09-05 12:38:39,1466261
2025-09-05 12:38:39,1466730
2025-09-05 12:38:39,1467207
2025-09-05 12:38:39,1467741
2025-09-05 12:38:39,1470044
2025-09-05 12:38:39,1472821
2025-09-05 12:38:39,1471125
2025-09-05 12:38:39,1466255
2025-09-05 12:38:39,1461556
2025-09-05 12:38:39,1458594
2025-09-05 12:38:39,1456769
2025-09-05 12:38:39,1456000
2025-09-05 12:38:39,1455549
2025-09-05 12:38:39,1455786
2025-09-05 12:38:39,1456441
2025-09-05 12:38:39,1457411
2025-09-05 12:38:39,1458498
2025-09-05 12:38:39,1459493
2025-09-05 12:38:39,1460561
2025-09-05 12:38:39,1460620
2025-09-05 12:38:39,1459963
2025-09-05 12:38:39,1459965
2025-09-05 12:38:39,1460218
2025-09-05 12:38:39,1460073
2025-09-05 12:38:39,1461167
2025-09-05 12:38:39,1464293
2025-09-05 12:38:39,1465680
2025-09-05 12:38:39,1466717
2025-09-05 12:38:39,1467419
2025-09-05 12:38:39,1467208
2025-09-05 12:38:39,1466474
2025-09-05 12:38:39,1466120
2025-09-05 12:38:39,1466087
2025-09-05 12:38:39,1466122
2025-09-05 12:38:39,1466382
2025-09-05 12:38:39,1467873
2025-09-05 12:38:39,1469357
2025-09-05 12:38:39,1468046
2025-09-05 12:38:39,1467944
2025-09-05 12:38:39,1467088
2025-09-05 12:38:39,1466484
2025-09-05 12:38:39,1465862
2025-09-05 12:38:39,1465487
2025-09-05 12:38:39,1465374
2025-09-05 12:38:39,1465483
2025-09-05 12:38:39,1465362
2025-09-05 12:38:39,1465531
2025-09-05 12:38:39,1465647
2025-09-05 12:38:39,1465612
2025-09-05 12:38:39,1465662
2025-09-05 12:38:39,1465665
2025-09-05 12:38:39,1465907
2025-09-05 12:38:39,1466126
2025-09-05 12:38:39,1466388
2025-09-05 12:38:39,1466744
2025-09-05 12:38:39,1466856
2025-09-05 12:38:39,1467076
2025-09-05 12:38:39,1467371
2025-09-05 12:38:39,1467399
2025-09-05 12:38:39,1467636
2025-09-05 12:38:39,1467805
2025-09-05 12:38:39,1468108
2025-09-05 12:38:39,1468236
2025-09-05 12:38:39,1468414
2025-09-05 12:38:39,1468379
2025-09-05 12:38:39,1468599
2025-09-05 12:38:39,1468833
2025-09-05 12:38:39,1469013
2025-09-05 12:38:39,1469236
2025-09-05 12:38:39,1469429
2025-09-05 12:38:39,1469565
2025-09-05 12:38:39,1469909
2025-09-05 12:38:39,1470193
2025-09-05 12:38:39,1470348
2025-09-05 12:38:39,1470591
2025-09-05 12:38:39,1470929
2025-09-05 12:38:39,1471080
2025-09-05 12:38:39,1471099
2025-09-05 12:38:39,1471253
2025-09-05 12:38:39,1471366
2025-09-05 12:38:40,1471571
2025-09-05 12:38:40,1471758
2025-09-05 12:38:40,1471908
2025-09-05 12:38:40,1472329
2025-09-05 12:38:40,1472450
2025-09-05 12:38:40,1472661
2025-09-05 12:38:40,1472899
2025-09-05 12:38:40,1473070
2025-09-05 12:38:40,1473265
2025-09-05 12:38:40,1473114
2025-09-05 12:38:40,1473272
2025-09-05 12:38:40,1473371
2025-09-05 12:38:40,1473433
2025-09-05 12:38:40,1473563
2025-09-05 12:38:40,1473723
2025-09-05 12:38:40,1473825
2025-09-05 12:38:40,1473965
2025-09-05 12:38:40,1474136
2025-09-05 12:38:40,1474249
2025-09-05 12:38:40,1474317
2025-09-05 12:38:40,1474192
2025-09-05 12:38:40,1474067
2025-09-05 12:38:40,1473889
2025-09-05 12:38:40,1473790
2025-09-05 12:38:40,1473487
2025-09-05 12:38:40,1473275
2025-09-05 12:38:40,1472927
2025-09-05 12:38:40,1472472
2025-09-05 12:38:40,1472038
2025-09-05 12:38:40,1471701
2025-09-05 12:38:40,1471427
