timestamp	value
2025-09-10 14:20:45	1393378
2025-09-10 14:20:45	1393590
2025-09-10 14:20:45	1393771
2025-09-10 14:20:45	1393901
2025-09-10 14:20:45	1394183
2025-09-10 14:20:45	1394260
2025-09-10 14:20:45	1394527
2025-09-10 14:20:45	1394688
2025-09-10 14:20:45	1394808
2025-09-10 14:20:45	1394925
2025-09-10 14:20:45	1394816
2025-09-10 14:20:45	1394472
2025-09-10 14:20:45	1393741
2025-09-10 14:20:45	1392891
2025-09-10 14:20:45	1392129
2025-09-10 14:20:45	1391285
2025-09-10 14:20:45	1390670
2025-09-10 14:20:45	1390149
2025-09-10 14:20:45	1389757
2025-09-10 14:20:45	1389463
2025-09-10 14:20:45	1389311
2025-09-10 14:20:45	1389155
2025-09-10 14:20:45	1389035
2025-09-10 14:20:45	1389091
2025-09-10 14:20:45	1389131
2025-09-10 14:20:45	1389167
2025-09-10 14:20:45	1389080
2025-09-10 14:20:45	1389065
2025-09-10 14:20:45	1389145
2025-09-10 14:20:45	1389137
2025-09-10 14:20:45	1389104
2025-09-10 14:20:45	1389213
2025-09-10 14:20:45	1389113
2025-09-10 14:20:45	1389148
2025-09-10 14:20:45	1389118
2025-09-10 14:20:45	1389161
2025-09-10 14:20:45	1389254
2025-09-10 14:20:45	1389373
2025-09-10 14:20:45	1389462
2025-09-10 14:20:45	1389557
2025-09-10 14:20:45	1389687
2025-09-10 14:20:45	1389804
2025-09-10 14:20:45	1389868
2025-09-10 14:20:45	1389893
2025-09-10 14:20:45	1389942
2025-09-10 14:20:45	1389910
2025-09-10 14:20:45	1389902
2025-09-10 14:20:45	1389905
2025-09-10 14:20:45	1389994
2025-09-10 14:20:45	1389898
2025-09-10 14:20:45	1389971
2025-09-10 14:20:45	1389934
2025-09-10 14:20:45	1389953
2025-09-10 14:20:45	1390037
2025-09-10 14:20:45	1390020
2025-09-10 14:20:45	1390194
2025-09-10 14:20:45	1390304
2025-09-10 14:20:46	1390447
2025-09-10 14:20:46	1390505
2025-09-10 14:20:46	1390621
2025-09-10 14:20:46	1390724
2025-09-10 14:20:46	1390818
2025-09-10 14:20:46	1390880
